vehicle_id,trip_id,route_id,latitude,longitude,bearing,timestamp
VFA9781,weekend_U7720_U772001_3,U7720,3.115020990371704,101.56642150878906,301.6000061035156,1787370682
WB837U,weekend_T5800_T580002_1,T5800,3.060333013534546,101.673828125,169.0,1787370691
RAPID424,weekend_U2500_U250001_4,U2500,3.168617010116577,101.69633483886719,0.0,1787370681
W5331R,weekend_U7520_U752001_1,U7520,3.073483943939209,101.53289031982422,19.600000381469727,1787370686
WVG2397,weekend_T6040_T604001_1,T6040,3.0284550189971924,101.60789489746094,192.8000030517578,1787370673
VFG2095,weekend_U3000_U300002_1,U3000,3.124124050140381,101.72898864746094,0.0,1787370694
WB8514H,weekend_U5810_U581002_1,U5810,3.070667028427124,101.7156753540039,169.0,1787370689
VGH4668,weekend_U6000_U600002_6,U6000,3.1426639556884766,101.69661712646484,274.0,1787370685
VFJ4927,weekend_U6400_U640001_3,U6400,3.0740420818328857,101.6463851928711,269.2900085449219,1787370647
JXM2896,weekend_T4068_T406802_2,T4068,3.111949920654297,101.81517028808594,218.0,1787370696
JPY4875,weekend_U7538_U753801_1,U7538,3.2067840099334717,101.43893432617188,199.3000030517578,1787370696
WB7597P,weekend_U1730_U173002_1,U1730,3.181333065032959,101.68199920654297,152.0,1787370687
WVP2491,weekend_U2020_U202002_3,U2020,3.2363829612731934,101.69999694824219,84.0,1787370683
JQB7201,weekend_T3028_T302802_1,T3028,3.1522929668426514,101.7586898803711,300.0,1787370672
WB6436M,weekend_T5800_T580002_1,T5800,3.047466993331909,101.68816375732422,271.0,1787370681
WVA4147,weekend_U2000_U200002_2,U2000,3.246267080307007,101.72716522216797,56.0,1787370677
WUW4133,weekend_U1710_U171001_4,U1710,3.203908920288086,101.68919372558594,349.79998779296875,1787370675
JXK445,weekend_T4068_T406802_3,T4068,3.110145092010498,101.81346130371094,53.20000076293945,1787370693
RAPID461,weekend_U4000_U400002_1,U4000,3.1474831104278564,101.6983413696289,0.0,1787370692
WUW8426,weekend_U1900_U190001_4,U1900,3.1483500003814697,101.6971664428711,316.0,1787370634
RAPID421,weekend_U2500_U250002_4,U2500,3.2090330123901367,101.72766876220703,0.0,1787370693
WB846U,weekend_T6400_T640002_3,T6400,3.103766918182373,101.64700317382812,97.0,1787370677
WVB5772,weekend_U2200_U220002_4,U2200,3.1685500144958496,101.7431640625,248.0,1787370698
VGJ1946,weekend_U6000_U600001_5,U6000,3.0492849349975586,101.62234497070312,215.6999969482422,1787370681
W5164V,weekend_T2230_T223002_1,T2230,3.187350034713745,101.75613403320312,182.3000030517578,1787370633
W9423Q,weekend_U7800_U780002_3,U7800,3.1106650829315186,101.63648986816406,123.80000305175781,1787370698
WVL739,weekend_T2220_T222002_1,T2220,3.21036696434021,101.77900695800781,0.0,1787370680
WVG2370,weekend_U3030_U303002_3,U3030,3.1588220596313477,101.70895385742188,70.9000015258789,1787370697
SF20045,weekend_U1900_U190002_4,U1900,3.1478331089019775,101.69233703613281,179.0,1787370700
WVE4734,weekend_T6010_T601002_2,T6010,3.0077059268951416,101.6041030883789,261.8999938964844,1787370688
JNS3753,weekend_U2548_U254802_1,U2548,3.1916189193725586,101.71109771728516,99.80000305175781,1787370677
WVE4752,weekend_U2020_U202001_3,U2020,3.235227108001709,101.70381164550781,296.20001220703125,1787370672
WVN7765,weekend_U1710_U171002_4,U1710,3.1956169605255127,101.69083404541016,0.0,1787370679
W7083Q,weekend_U7510_U751002_3,U7510,3.117521047592163,101.67205047607422,12.5,1787370694
JXK4863,weekend_U7508_U750801_3,U7508,3.0714728832244873,101.52188873291016,265.20001220703125,1787370699
JNP7608,weekend_U7718_U771802_0,U7718,3.078355073928833,101.61569213867188,354.5,1787370681
WUY9577,weekend_U2200_U220001_3,U2200,3.1715829372406006,101.72750854492188,88.0,1787370697
VGJ8959,weekend_U6000_U600001_4,U6000,2.9955499172210693,101.61481475830078,157.10000610351562,1787370678
VGF6505,weekend_U7510_U751001_2,U7510,3.1100211143493652,101.65304565429688,236.39999389648438,1787370691
JXK3442,weekend_U6418_U641802_1,U6418,3.073425054550171,101.59278869628906,24.899999618530273,1787370673
VEN634,weekend_U3000_U300002_2,U3000,3.153080940246582,101.75797271728516,95.5999984741211,1787370689
WUY9579,weekend_U8210_U821002_1,U8210,3.1077330112457275,101.67082977294922,0.0,1787370695
WUY4084,weekend_T7860_T786002_1,T7860,3.127289056777954,101.64747619628906,314.5,1787370690
WVA4137,weekend_U8210_U821002_1,U8210,3.136317014694214,101.6903305053711,254.0,1787370696
WVB7356,weekend_U1510_U151001_2,U1510,3.246999979019165,101.67166137695312,0.0,1787370695
W6961T,weekend_U7520_U752002_1,U7520,3.0042409896850586,101.56558990478516,65.5,1787370699
VGK8917,weekend_U6000_U600002_7,U6000,2.990427017211914,101.61530303955078,120.5999984741211,1787370680
