vehicle_id,trip_id,route_id,latitude,longitude,bearing,timestamp
WVA4147,weekend_U2000_U200002_2,U2000,3.248150110244751,101.72916412353516,0.0,1787370737
JPY4875,weekend_U7538_U753801_1,U7538,3.204425096511841,101.438720703125,177.89999389648438,1787370726
WUW8426,weekend_U1900_U190001_4,U1900,3.150700092315674,101.6951675415039,0.0,1787370724
JQB7201,weekend_T3028_T302802_1,T3028,3.1560909748077393,101.75261688232422,313.6000061035156,1787370747
JXK445,weekend_T4068_T406802_3,T4068,3.111785888671875,101.81502532958984,34.79999923706055,1787370723
WVN7765,weekend_U1710_U171002_4,U1710,3.192699909210205,101.69083404541016,173.0,1787370739
WVL739,weekend_T2220_T222002_1,T2220,3.2111001014709473,101.7781753540039,318.0,1787370710
WVE4752,weekend_U2020_U202001_3,U2020,3.2352209091186523,101.70381164550781,296.20001220703125,1787370732
JXK4863,weekend_U7508_U750801_3,U7508,3.071981906890869,101.52052307128906,13.300000190734863,1787370738
JNP7608,weekend_U7718_U771802_0,U7718,3.081273078918457,101.61549377441406,305.5,1787370745
WUY9577,weekend_U2200_U220001_3,U2200,3.1710500717163086,101.72834014892578,237.0,1787370727
VGJ8959,weekend_U6000_U600001_4,U6000,2.9928359985351562,101.61774444580078,116.80000305175781,1787370714
VGF6505,weekend_U7510_U751001_2,U7510,3.1080310344696045,101.64997100830078,239.8000030517578,1787370732
WB846U,weekend_T6400_T640002_3,T6400,3.099900007247925,101.64684295654297,255.0,1787370737
WUW4133,weekend_U1710_U171001_4,U1710,3.2087810039520264,101.689453125,349.8999938964844,1787370734
JXK3442,weekend_U6418_U641802_1,U6418,3.0801680088043213,101.59298706054688,1.399999976158142,1787370732
RAPID461,weekend_U4000_U400002_1,U4000,3.1473500728607178,101.69850158691406,0.0,1787370732
WVB5772,weekend_U2200_U220002_4,U2200,3.16778302192688,101.74099731445312,266.0,1787370728
VGJ1946,weekend_U6000_U600001_5,U6000,3.04394793510437,101.61958312988281,124.69999694824219,1787370741
RAPID421,weekend_U2500_U250002_4,U2500,3.209017038345337,101.72766876220703,0.0,1787370723
WVE4734,weekend_T6010_T601002_2,T6010,3.0077219009399414,101.60124969482422,267.1000061035156,1787370737
W7083Q,weekend_U7510_U751002_3,U7510,3.1217100620269775,101.67481994628906,20.290000915527344,1787370754
VEN634,weekend_U3000_U300002_2,U3000,3.1511240005493164,101.76097106933594,95.5999984741211,1787370755
WB7597P,weekend_U1730_U173002_1,U1730,3.1802830696105957,101.68333435058594,0.0,1787370747
JNS3753,weekend_U2548_U254802_1,U2548,3.1908040046691895,101.71293640136719,128.38999938964844,1787370735
W9423Q,weekend_U7800_U780002_3,U7800,3.1095709800720215,101.63780975341797,140.0,1787370733
VFA9781,weekend_U7720_U772001_3,U7720,3.1189639568328857,101.56266021728516,332.8999938964844,1787370733
WVG2370,weekend_U3030_U303002_3,U3030,3.1593101024627686,101.70999145507812,78.80000305175781,1787370720
WB837U,weekend_T5800_T580002_1,T5800,3.0587499141693115,101.67400360107422,172.0,1787370721
RAPID424,weekend_U2500_U250001_4,U2500,3.167983055114746,101.697509765625,0.0,1787370741
JXM2896,weekend_T4068_T406802_2,T4068,3.1101670265197754,101.81349182128906,233.0,1787370726
W5164V,weekend_T2230_T223002_1,T2230,3.1852409839630127,101.75564575195312,187.0,1787370741
WVP2491,weekend_U2020_U202002_3,U2020,3.2363169193267822,101.70032501220703,0.0,1787370713
JXK3461,weekend_U6418_U641802_1,U6418,3.0857150554656982,101.67350006103516,194.89999389648438,1787370742
W5331R,weekend_U7520_U752001_1,U7520,3.073483943939209,101.53289031982422,19.600000381469727,1787370686
WVG2397,weekend_T6040_T604001_1,T6040,3.0266799926757812,101.607421875,200.5,1787370722
VFG2095,weekend_U3000_U300002_1,U3000,3.124124050140381,101.72898864746094,0.0,1787370694
WB8514H,weekend_U5810_U581002_1,U5810,3.069516897201538,101.71549224853516,200.0,1787370719
VGH4668,weekend_U6000_U600002_6,U6000,3.1426639556884766,101.69637298583984,277.5,1787370732
WB6436M,weekend_T5800_T580002_1,T5800,3.048682928085327,101.6875,277.0,1787370741
SF20045,weekend_U1900_U190002_4,U1900,3.145699977874756,101.69316101074219,154.0,1787370730
WB6417S,weekend_U1730_U173001_1,U1730,3.1568830013275146,101.69615936279297,0.0,1787370731
W2840T,weekend_U5800_U580002_3,U5800,3.1470329761505127,101.711669921875,0.0,1787370725
JSN7064,weekend_T3048_T304802_1,T3048,3.1572930812835693,101.75035858154297,282.5,1787370733
RAPID426,weekend_U2500_U250001_4,U2500,3.1718499660491943,101.6988296508789,17.0,1787370740
JSD7540,weekend_U7548_U754802_0,U7548,3.0800020694732666,101.5494155883789,57.099998474121094,1787370718
JSK3645,weekend_U7718_U771802_1,U7718,3.044569969177246,101.57569885253906,137.0,1787370708
WUY9579,weekend_U8210_U821002_1,U8210,3.1077170372009277,101.67082977294922,120.0,1787370725
VGJ8965,weekend_U3000_U300002_3,U3000,3.127358913421631,101.76311492919922,160.10000610351562,1787370722
WUY4084,weekend_T7860_T786002_1,T7860,3.1278200149536133,101.64404296875,299.7900085449219,1787370743
WVA4137,weekend_U8210_U821002_1,U8210,3.134016990661621,101.68867492675781,219.0,1787370726
WVB7356,weekend_U1510_U151001_2,U1510,3.246983051300049,101.67166137695312,0.0,1787370725
W6961T,weekend_U7520_U752002_1,U7520,3.006042957305908,101.5663070678711,320.1000061035156,1787370723
VGK8917,weekend_U6000_U600002_7,U6000,2.9913389682769775,101.61845397949219,25.5,1787370748
CDH8890,weekend_T2020_T202002_1,T2020,3.2325170040130615,101.71183013916016,180.0,1787370726
WB4708V,weekend_T6400_T640002_3,T6400,3.071532964706421,101.65216827392578,159.0,1787370739
JXK9765,weekend_U6418_U641802_1,U6418,3.0741169452667236,101.60818481445312,90.4000015258789,1787370684
WVN5576,weekend_T2510_T251002_2,T2510,3.197849988937378,101.7435073852539,55.0,1787370720
WVB4105,weekend_U2000_U200002_2,U2000,3.1687328815460205,101.69815826416016,352.0,1787370728
VGK1736,weekend_U3000_U300002_3,U3000,3.1591169834136963,101.7098617553711,245.5,1787370750
WVB5687,weekend_U1710_U171001_3,U1710,3.250149965286255,101.68399810791016,223.0,1787370729
WUY9497,weekend_T2010_T201002_3,T2010,3.2496330738067627,101.697509765625,86.0,1787370729
W479T,weekend_U1730_U173002_1,U1730,3.261967897415161,101.6763687133789,253.3000030517578,1787370758
VGN2847,weekend_U6000_U600001_5,U6000,3.091481924057007,101.67485046386719,191.8000030517578,1787370767
WVK361,weekend_U3030_U303002_2,U3030,3.1433329582214355,101.781494140625,262.0,1787370751
WVG2361,weekend_U1710_U171001_4,U1710,3.15305495262146,101.69860076904297,341.70001220703125,1787370728
WB864U,weekend_U4500_U450002_5,U4500,3.12814998626709,101.72166442871094,0.0,1787370727
VEN3891,weekend_U6000_U600001_5,U6000,3.0830600261688232,101.6703109741211,205.10000610351562,1787370708
WVL581,weekend_U2020_U202002_3,U2020,3.1780691146850586,101.700439453125,185.1999969482422,1787370745
SF20679,weekend_T3018_T301802_3,T3018,3.1341500282287598,101.767822265625,0.0,1787370745
WVC6416,weekend_U1800_U180001_1,U1800,3.1952669620513916,101.69284057617188,93.0,1787370743
VGF4514,weekend_U6400_U640002_4,U6400,3.0926730632781982,101.67481994628906,16.899999618530273,1787370730
WVN7853,weekend_U6510_U651002_0,U6510,3.0611889362335205,101.66011047363281,257.3999938964844,1787370696
RAPID443,weekend_U5900_U590002_4,U5900,3.02286696434021,101.71666717529297,150.0,1787370724
WVN7805,weekend_T6050_T605002_0,T6050,3.01971697807312,101.62751007080078,10.0,1787370727
VGN2850,weekend_U6400_U640001_3,U6400,3.0920560359954834,101.6749038696289,188.6999969482422,1787370711
WVC4307,weekend_U2020_U202001_3,U2020,3.156982898712158,101.69615936279297,260.0,1787370748
WVL592,weekend_T6000_T600002_0,T6000,3.0185000896453857,101.62732696533203,9.0,1787370720
WVC6476,weekend_U7800_U780001_3,U7800,3.1332390308380127,101.68923950195312,137.5,1787370760
PLQ2146,weekend_U7800_U780002_4,U7800,3.150437116622925,101.57927703857422,96.0,1787370723
JXK4870,weekend_U7508_U750801_3,U7508,3.1092538833618164,101.65196990966797,236.1999969482422,1787370733
WVN7821,weekend_U7718_U771802_1,U7718,3.047416925430298,101.60700225830078,0.0,1787370725
WVD4945,weekend_U8210_U821002_1,U8210,3.1398329734802246,101.69499969482422,0.0,1787370744
WVF5584,weekend_T7870_T787002_1,T7870,3.108819007873535,101.6393051147461,123.0999984741211,1787370736
WVC6439,weekend_U6510_U651002_0,U6510,3.074367046356201,101.67633819580078,0.0,1787370740
